,News Station,Tweet,Date,Tweets Ago,Compound Score,Positive Score,Neutral Score,Negative Score
470,The New York Times,"Elon Musk has turned on the world's biggest battery, capable of powering 30,000 homes in South Australia https://t.co/QSwmmPvyBx",Fri Dec 01 15:31:08 +0000 2017,71,0.3818,0.133,0.867,0.0
471,The New York Times,"Trump pressed Senate Republicans over the summer to end the Intelligence Committee's Russia inquiry ""as quickly as… https://t.co/8HmdKThMFN",Fri Dec 01 15:15:12 +0000 2017,72,0.4767,0.154,0.846,0.0
472,The New York Times,"Here's our Nov. 23 article that reported Michael Flynn had cut off ties with President Trump’s lawyers, a sign that… https://t.co/dDJPznIUmq",Fri Dec 01 15:11:38 +0000 2017,73,-0.2732,0.0,0.9,0.1
473,The New York Times,See the charges against Michael Flynn https://t.co/cLSK3zkDI5,Fri Dec 01 15:10:37 +0000 2017,74,-0.2732,0.0,0.741,0.259
474,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/i9r6e8XftX https://t.co/Mc4tDjE3Di,Fri Dec 01 15:00:49 +0000 2017,75,0.0,0.0,1.0,0.0
475,The New York Times,The 2018 World Cup draw is taking place in Moscow. Live updates: https://t.co/Imt2rtY0Ke,Fri Dec 01 14:51:04 +0000 2017,76,0.0,0.0,1.0,0.0
476,The New York Times,Correction: Michael Flynn has been charged with lying to the FBI and is expected to plead guilty. He has not entere… https://t.co/SpTCtwGAul,Fri Dec 01 14:49:31 +0000 2017,77,-0.7906,0.0,0.704,0.296
477,The New York Times,A former U.S. Marine was sentenced to life in prison for the rape and murder of a 20-year-old Japanese woman https://t.co/NsRblh2ncT,Fri Dec 01 14:40:03 +0000 2017,78,-0.93,0.0,0.521,0.479
478,The New York Times,"The plea is the latest indication that Flynn is cooperating with the special counsel's investigation
https://t.co/izjNNdyuhK",Fri Dec 01 14:33:19 +0000 2017,79,0.4019,0.153,0.847,0.0
479,The New York Times,Welcome to Pterosaur Park https://t.co/OFeQIitsj5,Fri Dec 01 14:31:06 +0000 2017,80,0.4588,0.429,0.571,0.0
480,The New York Times,"Breaking News: President Trump's ex-national security adviser, Michael Flynn, pleaded guilty to lying to the FBI ab… https://t.co/femVJfKXM5",Fri Dec 01 14:23:37 +0000 2017,81,-0.5859,0.102,0.636,0.263
481,The New York Times,When our trusted storytellers are also the abusers https://t.co/laQNxm3E0B,Fri Dec 01 14:21:03 +0000 2017,82,-0.128,0.226,0.511,0.263
482,The New York Times,"The Malibu Diner has a speaker playing music outside, which signals to visually impaired regulars that they've arri… https://t.co/7EuyA85UjK",Fri Dec 01 14:11:04 +0000 2017,83,0.2023,0.096,0.904,0.0
483,The New York Times,"Don Burke, a once-beloved Australian TV figure, has been accused of harassing, assaulting and bullying women https://t.co/fKSasDE6lq",Fri Dec 01 14:00:27 +0000 2017,84,-0.9169,0.0,0.482,0.518
484,The New York Times,"""I don't know what it is we're looking for, but we're more vigilant""  https://t.co/SgYdodgsfP",Fri Dec 01 13:50:04 +0000 2017,85,0.359,0.161,0.839,0.0
485,The New York Times,"Israel Horovitz's son: ""I believe the allegations against my father are true, and I stand behind the women that mad… https://t.co/vxiH7xIgz0",Fri Dec 01 13:40:05 +0000 2017,86,0.4215,0.128,0.872,0.0
486,The New York Times,"As Republicans mull changes to their tax plan, the spotlight will focus on several senators with varying concerns https://t.co/tFsPqTZAU8",Fri Dec 01 13:32:03 +0000 2017,87,0.0,0.0,1.0,0.0
487,The New York Times,"An Anglican cleric urged believers to pray for Prince George to find the love ""of a fine young gentleman"" when he g… https://t.co/nGrURmZwZp",Fri Dec 01 13:21:03 +0000 2017,88,0.8074,0.304,0.696,0.0
488,The New York Times,"The Pentagon will allow the U.S. military to arm itself with older cluster munitions, a weapon banned by 102 countr… https://t.co/a04Flg91oA",Fri Dec 01 13:10:06 +0000 2017,89,-0.5106,0.079,0.705,0.216
489,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/Wwe03IwD5z https://t.co/sKhPFZlGcO,Fri Dec 01 13:00:23 +0000 2017,90,0.0,0.0,1.0,0.0
490,The New York Times,What share of people with your income would see a tax cut or increase? Choose an income group to see. https://t.co/QSZxFXRHAV,Fri Dec 01 12:50:08 +0000 2017,91,0.34,0.191,0.72,0.089
491,The New York Times,Jimmy Kimmel lashed out at Roy Moore after the two tangled on Twitter. Late-night roundup: https://t.co/YQiDp4zBch [corrected typo],Fri Dec 01 12:40:07 +0000 2017,92,0.0,0.0,1.0,0.0
492,The New York Times,Trump's insistence on a 20% corporate tax rate is slowing negotiations for a final deal in the Senate https://t.co/NBY03HSheX,Fri Dec 01 12:30:24 +0000 2017,93,0.0,0.0,1.0,0.0
493,The New York Times,Trump pressed Senate Republicans over the summer to end the Intelligence Committee’s Russia inquiry “as quickly as… https://t.co/NcP5rfd64u,Fri Dec 01 12:10:05 +0000 2017,94,0.4767,0.154,0.846,0.0
494,The New York Times,The vote on the Republican tax bill was delayed after a report that the economics were off by a trillion dollars https://t.co/AECXjx79AY,Fri Dec 01 12:00:08 +0000 2017,95,-0.2263,0.0,0.909,0.091
495,The New York Times,"A preliminary deal between Russia and Egypt is the latest sign of the waning influence of the United States, analys… https://t.co/tR4QNRV1k0",Fri Dec 01 11:45:06 +0000 2017,96,0.4215,0.128,0.872,0.0
496,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/5GYktup6se https://t.co/YgHimXEEXp,Fri Dec 01 11:30:25 +0000 2017,97,0.0,0.0,1.0,0.0
497,The New York Times,A former U.S. Marine was sentenced to life in prison for the rape and murder of a 20-year-old Japanese woman https://t.co/xPo80ZDh37,Fri Dec 01 11:15:07 +0000 2017,98,-0.93,0.0,0.521,0.479
498,The New York Times,This baby hippo has spawned a frenzy that has people flying from all over to see her https://t.co/6y2hY3vHDB,Fri Dec 01 11:00:59 +0000 2017,99,-0.3182,0.0,0.874,0.126
499,The New York Times,"""Where is the line between culturally appropriate dress and cultural appropriation?"" fashion critic @VVFriedman asks https://t.co/8qZuCMXj0t",Fri Dec 01 10:44:03 +0000 2017,100,-0.2732,0.0,0.877,0.123
